"id","mois","produit","region","gouvernorat","tranche_age","genre","milieu","canal_achat","occasion","quantite","prix_unitaire","montant_total","satisfaction","canal_decouverte","concurrent_essaye","racheterait","recommande_ami"
"ACH00162","Février","Boga Pomme","Grand Tunis","Ben Arous","25-34","F","urbain","epicerie","fete","4","1.8","7.2","4","pub_tv","Pepsi","Oui","Oui"
"ACH00163","Février","Boga Cidre","Nord Littoral","Nabeul","18-24","F","urbain","epicerie","quotidien","2","1.8","3.6","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH00164","Février","Boga Limoun","Sud","Tataouine","25-34","F","urbain","supermarche","plage_ete","3","1.8","5.4","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00165","Février","Boga Cidre","Nord-Ouest","Jendouba","8-17","M","urbain","epicerie","fete","4","1.8","7.2","3","bouche_a_oreille","Pepsi","Non","Non"
"ACH00166","Février","Boga Cidre","Centre-Est","Sousse","8-17","F","rural","supermarche","sortie_amis","3","1.8","5.4","3","promotion_magasin","Boga","Oui","Non"
"ACH00167","Février","Boga Pomme","Grand Tunis","Tunis","25-34","M","urbain","supermarche","sortie_amis","1","1.8","1.8","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00168","Février","Boga Limoun","Grand Tunis","Tunis","25-34","M","urbain","supermarche","sport","1","1.8","1.8","3","pub_tv","Fanta","Non","Non"
"ACH00169","Février","Boga Limoun","Centre-Est","Sousse","45-54","M","urbain","supermarche","travail","2","1.8","3.6","4","influenceur","Boga","Oui","Oui"
"ACH00170","Février","Boga Cidre","Centre-Est","Sousse","45-54","F","urbain","supermarche","quotidien","2","1.8","3.6","5","influenceur","Pepsi","Oui","Oui"
"ACH00171","Février","Boga Pomme","Nord Littoral","Zaghouan","45-54","F","urbain","supermarche","plage_ete","2","1.8","3.6","3","affichage","Pepsi","Oui","Non"
"ACH00172","Février","Boga Limoun","Nord Littoral","Bizerte","25-34","F","urbain","en_ligne","sport","2","1.8","3.6","4","pub_tv","Fanta","Oui","Non"
"ACH00173","Février","Boga Cidre","Centre-Est","Monastir","8-17","F","urbain","cafe_restaurant","plage_ete","1","1.8","1.8","5","bouche_a_oreille","Safia","Oui","Non"
"ACH00174","Février","Boga Cidre","Grand Tunis","Ben Arous","18-24","F","urbain","supermarche","quotidien","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH00175","Février","Boga Fraise","Nord Littoral","Bizerte","8-17","F","urbain","epicerie","quotidien","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00176","Février","Boga Limoun","Grand Tunis","Manouba","8-17","M","urbain","epicerie","sortie_amis","1","1.8","1.8","4","pub_tv","Boga","Oui","Non"
"ACH00177","Février","Boga Pomme","Grand Tunis","Ben Arous","8-17","F","rural","epicerie","repas_famille","3","1.8","5.4","4","promotion_magasin","Aucun","Oui","Non"
"ACH00178","Février","Boga Cidre","Grand Tunis","Ariana","25-34","M","urbain","en_ligne","travail","2","1.8","3.6","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00179","Février","Boga Limoun","Sud","Sfax","45-54","M","urbain","epicerie","sortie_amis","2","1.8","3.6","5","bouche_a_oreille","Safia","Oui","Non"
"ACH00180","Février","Boga Limoun","Centre-Est","Monastir","25-34","M","urbain","souk","quotidien","2","1.8","3.6","5","pub_tv","Aucun","Oui","Oui"
"ACH00181","Mars","Boga Limoun","Sud","Tataouine","25-34","F","urbain","cafe_restaurant","fete","6","1.8","10.8","3","pub_tv","Boga","Oui","Non"
"ACH00182","Mars","Boga Pomme","Centre-Est","Mahdia","25-34","F","urbain","en_ligne","repas_famille","2","1.8","3.6","3","pub_tv","Safia","Oui","Non"
"ACH00183","Mars","Boga Cidre","Sud","Tataouine","25-34","M","urbain","supermarche","quotidien","1","1.8","1.8","5","pub_tv","Aucun","Oui","Oui"
"ACH00184","Mars","Boga Limoun","Sud","Gabès","25-34","F","rural","epicerie","ramadan_ftour","3","1.8","5.4","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH00185","Mars","Boga Cidre","Centre-Est","Sousse","45-54","M","urbain","epicerie","ramadan_ftour","3","1.8","5.4","4","affichage","Boga","Oui","Oui"
"ACH00186","Mars","Boga Cidre","Sud","Gabès","18-24","F","rural","epicerie","ramadan_ftour","4","1.8","7.2","5","pub_tv","Coca-Cola","Oui","Non"
"ACH00187","Mars","Boga Limoun","Grand Tunis","Manouba","8-17","F","urbain","souk","ramadan_ftour","4","1.8","7.2","4","reseaux_sociaux","Aucun","Oui","Oui"
"ACH00188","Mars","Boga Cidre","Centre-Est","Monastir","45-54","M","urbain","epicerie","repas_famille","2","1.8","3.6","4","pub_tv","Pepsi","Oui","Oui"
"ACH00189","Mars","Boga Cidre","Sud","Tataouine","25-34","M","urbain","epicerie","ramadan_ftour","3","1.8","5.4","4","pub_tv","Pepsi","Oui","Non"
"ACH00190","Mars","Boga Pomme","Nord Littoral","Zaghouan","25-34","F","urbain","epicerie","ramadan_ftour","3","1.8","5.4","4","bouche_a_oreille","Safia","Oui","Non"
"ACH00191","Mars","Boga Limoun","Grand Tunis","Ben Arous","18-24","F","rural","cafe_restaurant","ramadan_ftour","4","1.8","7.2","4","reseaux_sociaux","Fanta","Oui","Oui"
"ACH00192","Mars","Boga Pomme","Nord Littoral","Zaghouan","18-24","M","urbain","en_ligne","sport","2","1.8","3.6","4","influenceur","Pepsi","Oui","Oui"
"ACH00193","Mars","Boga Limoun","Sud","Sfax","35-44","M","rural","supermarche","ramadan_ftour","6","1.8","10.8","5","reseaux_sociaux","Boga","Oui","Oui"
"ACH00194","Mars","Boga Fraise","Nord Littoral","Zaghouan","18-24","F","rural","cafe_restaurant","sortie_amis","1","1.8","1.8","4","influenceur","Fanta","Oui","Oui"
"ACH00195","Mars","Boga Pomme","Grand Tunis","Manouba","45-54","F","urbain","cafe_restaurant","sport","1","1.8","1.8","5","promotion_magasin","Safia","Oui","Oui"
"ACH00196","Mars","Boga Pomme","Centre-Est","Monastir","25-34","F","urbain","epicerie","ramadan_ftour","2","1.8","3.6","4","reseaux_sociaux","Aucun","Oui","Oui"
"ACH00197","Mars","Boga Limoun","Grand Tunis","Tunis","45-54","M","urbain","epicerie","ramadan_ftour","3","1.8","5.4","3","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00198","Mars","Boga Pomme","Sud","Médenine","35-44","F","urbain","epicerie","sport","2","1.8","3.6","5","affichage","Coca-Cola","Oui","Oui"
"ACH00199","Mars","Boga Fraise","Grand Tunis","Ariana","18-24","M","rural","en_ligne","ramadan_ftour","6","1.8","10.8","5","reseaux_sociaux","Aucun","Oui","Non"
"ACH00200","Mars","Boga Pomme","Sud","Sfax","18-24","M","urbain","supermarche","ramadan_ftour","4","1.8","7.2","4","pub_tv","Coca-Cola","Oui","Non"
"ACH00201","Mars","Boga Cidre","Centre-Est","Mahdia","25-34","M","urbain","supermarche","repas_famille","6","1.8","10.8","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00202","Mars","Boga Pomme","Grand Tunis","Ben Arous","45-54","M","urbain","supermarche","fete","4","1.8","7.2","5","pub_tv","Fanta","Oui","Non"
"ACH00203","Mars","Boga Cidre","Sud","Gabès","25-34","M","urbain","en_ligne","ramadan_ftour","3","1.8","5.4","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH00204","Mars","Boga Pomme","Sud","Gabès","18-24","M","rural","epicerie","ramadan_ftour","3","1.8","5.4","5","pub_tv","Aucun","Oui","Non"
"ACH00205","Mars","Boga Pomme","Centre-Est","Sousse","35-44","F","urbain","souk","ramadan_ftour","3","1.8","5.4","4","pub_tv","Boga","Oui","Oui"
"ACH00206","Mars","Boga Cidre","Grand Tunis","Ben Arous","45-54","M","urbain","supermarche","fete","4","1.8","7.2","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH00207","Mars","Boga Cidre","Grand Tunis","Ariana","8-17","M","urbain","en_ligne","repas_famille","4","1.8","7.2","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00208","Mars","Boga Cidre","Grand Tunis","Tunis","18-24","M","urbain","en_ligne","sortie_amis","2","1.8","3.6","5","bouche_a_oreille","Boga","Oui","Oui"
"ACH00209","Mars","Boga Limoun","Nord-Ouest","Béja","8-17","M","urbain","en_ligne","sport","1","1.8","1.8","5","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH00210","Mars","Boga Pomme","Grand Tunis","Manouba","55+","F","rural","supermarche","sport","1","1.8","1.8","5","affichage","Coca-Cola","Oui","Non"
"ACH00211","Mars","Boga Cidre","Grand Tunis","Tunis","25-34","F","urbain","supermarche","fete","2","1.8","3.6","5","promotion_magasin","Boga","Oui","Oui"
"ACH00212","Mars","Boga Cidre","Grand Tunis","Tunis","18-24","F","urbain","epicerie","travail","3","1.8","5.4","3","promotion_magasin","Safia","Oui","Non"
"ACH00213","Mars","Boga Cidre","Grand Tunis","Manouba","45-54","F","rural","supermarche","quotidien","2","1.8","3.6","5","pub_tv","Aucun","Oui","Oui"
"ACH00214","Mars","Boga Cidre","Grand Tunis","Manouba","45-54","F","urbain","supermarche","ramadan_ftour","3","1.8","5.4","4","reseaux_sociaux","Boga","Oui","Oui"
"ACH00215","Mars","Boga Cidre","Sud","Gabès","35-44","M","urbain","supermarche","travail","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00216","Mars","Boga Fraise","Sud","Médenine","8-17","M","rural","epicerie","travail","1","1.8","1.8","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH00217","Mars","Boga Limoun","Centre-Ouest","Kasserine","55+","M","urbain","epicerie","ramadan_ftour","3","1.8","5.4","4","pub_tv","Boga","Oui","Non"
"ACH00218","Mars","Boga Cidre","Centre-Ouest","Kasserine","35-44","F","urbain","supermarche","repas_famille","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00219","Mars","Boga Pomme","Sud","Médenine","55+","M","urbain","epicerie","ramadan_ftour","2","1.8","3.6","5","reseaux_sociaux","Safia","Oui","Non"
"ACH00220","Mars","Boga Cidre","Centre-Ouest","Kairouan","8-17","M","rural","en_ligne","repas_famille","3","1.8","5.4","5","pub_tv","Aucun","Oui","Oui"
"ACH00221","Mars","Boga Pomme","Centre-Est","Sousse","25-34","M","rural","supermarche","quotidien","1","1.8","1.8","4","reseaux_sociaux","Boga","Oui","Non"
"ACH00222","Mars","Boga Pomme","Centre-Est","Sousse","8-17","M","rural","epicerie","ramadan_ftour","2","1.8","3.6","5","promotion_magasin","Coca-Cola","Oui","Non"
"ACH00223","Mars","Boga Cidre","Centre-Ouest","Kasserine","35-44","F","urbain","epicerie","repas_famille","3","1.8","5.4","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00224","Mars","Boga Cidre","Centre-Est","Mahdia","18-24","F","urbain","distributeur_auto","ramadan_ftour","3","1.8","5.4","4","bouche_a_oreille","Safia","Oui","Oui"
"ACH00225","Mars","Boga Cidre","Sud","Sfax","55+","F","urbain","epicerie","ramadan_ftour","4","1.8","7.2","4","reseaux_sociaux","Coca-Cola","Oui","Non"
"ACH00226","Mars","Boga Fraise","Nord Littoral","Bizerte","8-17","F","rural","souk","ramadan_ftour","6","1.8","10.8","3","bouche_a_oreille","Pepsi","Oui","Non"
"ACH00227","Mars","Boga Pomme","Nord Littoral","Nabeul","25-34","F","rural","epicerie","fete","2","1.8","3.6","4","promotion_magasin","Boga","Oui","Non"
"ACH00228","Mars","Boga Fraise","Centre-Est","Mahdia","25-34","M","urbain","distributeur_auto","fete","4","1.8","7.2","4","pub_tv","Coca-Cola","Oui","Non"
"ACH00229","Mars","Boga Cidre","Sud","Médenine","45-54","M","urbain","souk","repas_famille","6","1.8","10.8","5","pub_tv","Coca-Cola","Oui","Non"
"ACH00230","Mars","Boga Limoun","Grand Tunis","Ben Arous","55+","F","urbain","epicerie","ramadan_ftour","3","1.8","5.4","4","influenceur","Safia","Oui","Oui"
"ACH00231","Mars","Boga Cidre","Sud","Médenine","18-24","F","rural","epicerie","ramadan_ftour","3","1.8","5.4","5","pub_tv","Safia","Oui","Oui"
"ACH00232","Mars","Boga Cidre","Sud","Sfax","18-24","F","urbain","en_ligne","travail","2","1.8","3.6","5","pub_tv","Safia","Oui","Oui"
"ACH00233","Mars","Boga Cidre","Grand Tunis","Tunis","35-44","F","urbain","epicerie","repas_famille","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH00234","Mars","Boga Pomme","Nord-Ouest","Le Kef","25-34","F","urbain","epicerie","repas_famille","4","1.8","7.2","4","affichage","Coca-Cola","Oui","Oui"
"ACH00235","Mars","Boga Cidre","Grand Tunis","Tunis","18-24","M","urbain","supermarche","sortie_amis","2","1.8","3.6","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH00236","Mars","Boga Cidre","Sud","Sfax","18-24","M","rural","cafe_restaurant","ramadan_ftour","3","1.8","5.4","5","reseaux_sociaux","Fanta","Oui","Oui"
"ACH00237","Mars","Boga Limoun","Centre-Est","Monastir","18-24","M","urbain","epicerie","ramadan_ftour","2","1.8","3.6","3","pub_tv","Aucun","Non","Non"
"ACH00238","Mars","Boga Cidre","Grand Tunis","Tunis","18-24","F","urbain","en_ligne","ramadan_ftour","4","1.8","7.2","4","promotion_magasin","Pepsi","Oui","Oui"
"ACH00239","Mars","Boga Cidre","Sud","Tataouine","18-24","F","urbain","supermarche","ramadan_ftour","6","1.8","10.8","4","pub_tv","Boga","Oui","Oui"
"ACH00240","Mars","Boga Pomme","Nord Littoral","Bizerte","55+","M","rural","epicerie","fete","3","1.8","5.4","4","promotion_magasin","Fanta","Oui","Oui"
"ACH00241","Mars","Boga Cidre","Grand Tunis","Tunis","25-34","M","urbain","supermarche","ramadan_ftour","6","1.8","10.8","5","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH00242","Mars","Boga Pomme","Sud","Gabès","35-44","F","urbain","supermarche","ramadan_ftour","2","1.8","3.6","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH00243","Mars","Boga Pomme","Grand Tunis","Manouba","8-17","M","urbain","supermarche","ramadan_ftour","6","1.8","10.8","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00244","Mars","Boga Cidre","Grand Tunis","Manouba","18-24","F","urbain","cafe_restaurant","ramadan_ftour","3","1.8","5.4","5","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH00245","Mars","Boga Pomme","Centre-Est","Sousse","35-44","F","urbain","en_ligne","quotidien","1","1.8","1.8","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH00246","Mars","Boga Limoun","Grand Tunis","Manouba","35-44","F","rural","supermarche","ramadan_ftour","2","1.8","3.6","4","promotion_magasin","Safia","Oui","Oui"
"ACH00247","Mars","Boga Cidre","Nord Littoral","Zaghouan","35-44","M","rural","supermarche","ramadan_ftour","6","1.8","10.8","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH00248","Mars","Boga Pomme","Grand Tunis","Manouba","8-17","F","urbain","cafe_restaurant","repas_famille","4","1.8","7.2","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH00249","Mars","Boga Cidre","Grand Tunis","Manouba","25-34","F","rural","supermarche","fete","6","1.8","10.8","3","pub_tv","Coca-Cola","Oui","Non"
"ACH00250","Mars","Boga Cidre","Centre-Ouest","Sidi Bouzid","18-24","M","urbain","epicerie","ramadan_ftour","4","1.8","7.2","5","pub_tv","Aucun","Oui","Oui"
"ACH00251","Mars","Boga Cidre","Grand Tunis","Ben Arous","25-34","F","urbain","cafe_restaurant","ramadan_ftour","6","1.8","10.8","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00252","Mars","Boga Cidre","Centre-Est","Mahdia","8-17","F","urbain","cafe_restaurant","ramadan_ftour","4","1.8","7.2","4","reseaux_sociaux","Pepsi","Oui","Non"
"ACH00253","Mars","Boga Cidre","Centre-Est","Mahdia","18-24","M","urbain","souk","sortie_amis","3","1.8","5.4","5","reseaux_sociaux","Pepsi","Oui","Non"
"ACH00254","Mars","Boga Limoun","Sud","Médenine","18-24","F","urbain","epicerie","ramadan_ftour","6","1.8","10.8","5","reseaux_sociaux","Safia","Oui","Oui"
"ACH00255","Mars","Boga Cidre","Sud","Médenine","25-34","M","rural","distributeur_auto","fete","2","1.8","3.6","3","reseaux_sociaux","Aucun","Oui","Non"
"ACH00256","Mars","Boga Cidre","Nord-Ouest","Le Kef","25-34","M","rural","epicerie","ramadan_ftour","4","1.8","7.2","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00257","Mars","Boga Cidre","Centre-Ouest","Sidi Bouzid","25-34","M","urbain","epicerie","sortie_amis","2","1.8","3.6","4","reseaux_sociaux","Aucun","Oui","Oui"
"ACH00258","Mars","Boga Limoun","Grand Tunis","Manouba","8-17","M","rural","cafe_restaurant","ramadan_ftour","2","1.8","3.6","5","pub_tv","Pepsi","Oui","Non"
"ACH00259","Mars","Boga Cidre","Nord Littoral","Bizerte","35-44","M","urbain","supermarche","ramadan_ftour","3","1.8","5.4","4","pub_tv","Fanta","Oui","Oui"
"ACH00260","Mars","Boga Limoun","Centre-Ouest","Sidi Bouzid","18-24","M","urbain","cafe_restaurant","sortie_amis","1","1.8","1.8","3","reseaux_sociaux","Fanta","Oui","Non"
"ACH00261","Mars","Boga Cidre","Grand Tunis","Ben Arous","25-34","F","rural","epicerie","ramadan_ftour","6","1.8","10.8","4","affichage","Coca-Cola","Oui","Oui"
"ACH00262","Mars","Boga Limoun","Grand Tunis","Ariana","35-44","M","urbain","supermarche","quotidien","1","1.8","1.8","5","affichage","Pepsi","Oui","Oui"
"ACH00263","Mars","Boga Limoun","Centre-Est","Mahdia","55+","M","urbain","epicerie","quotidien","1","1.8","1.8","4","bouche_a_oreille","Fanta","Oui","Oui"
"ACH00264","Mars","Boga Limoun","Centre-Est","Monastir","18-24","M","urbain","cafe_restaurant","repas_famille","2","1.8","3.6","5","pub_tv","Safia","Oui","Non"
"ACH00265","Mars","Boga Cidre","Grand Tunis","Ariana","25-34","F","urbain","distributeur_auto","travail","1","1.8","1.8","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH00266","Mars","Boga Cidre","Grand Tunis","Tunis","25-34","M","urbain","distributeur_auto","ramadan_ftour","2","1.8","3.6","4","affichage","Coca-Cola","Oui","Non"
"ACH00267","Mars","Boga Cidre","Nord-Ouest","Le Kef","18-24","M","urbain","supermarche","sortie_amis","1","1.8","1.8","5","reseaux_sociaux","Safia","Oui","Oui"
"ACH00268","Mars","Boga Fraise","Grand Tunis","Ariana","25-34","M","urbain","supermarche","fete","3","1.8","5.4","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00269","Mars","Boga Pomme","Sud","Tataouine","25-34","F","urbain","cafe_restaurant","ramadan_ftour","2","1.8","3.6","5","pub_tv","Aucun","Oui","Oui"
"ACH00270","Mars","Boga Limoun","Centre-Est","Mahdia","25-34","M","urbain","souk","ramadan_ftour","6","1.8","10.8","5","affichage","Aucun","Oui","Oui"
"ACH00271","Mars","Boga Pomme","Centre-Ouest","Kasserine","8-17","F","rural","cafe_restaurant","quotidien","2","1.8","3.6","5","affichage","Coca-Cola","Oui","Oui"
"ACH00272","Mars","Boga Limoun","Sud","Sfax","18-24","M","urbain","epicerie","ramadan_ftour","2","1.8","3.6","5","promotion_magasin","Boga","Oui","Oui"
"ACH00273","Mars","Boga Cidre","Sud","Tataouine","45-54","M","urbain","supermarche","ramadan_ftour","6","1.8","10.8","3","pub_tv","Boga","Oui","Non"
"ACH00274","Mars","Boga Cidre","Grand Tunis","Manouba","35-44","F","urbain","supermarche","ramadan_ftour","6","1.8","10.8","5","pub_tv","Pepsi","Oui","Oui"
"ACH00275","Mars","Boga Limoun","Nord Littoral","Zaghouan","55+","F","rural","cafe_restaurant","ramadan_ftour","3","1.8","5.4","4","promotion_magasin","Aucun","Oui","Oui"
"ACH00276","Mars","Boga Pomme","Nord Littoral","Zaghouan","25-34","F","urbain","cafe_restaurant","sport","1","1.8","1.8","4","promotion_magasin","Aucun","Oui","Oui"
"ACH00277","Mars","Boga Pomme","Centre-Est","Sousse","45-54","F","urbain","supermarche","ramadan_ftour","2","1.8","3.6","5","pub_tv","Aucun","Oui","Oui"
"ACH00278","Mars","Boga Limoun","Nord Littoral","Zaghouan","18-24","F","urbain","supermarche","ramadan_ftour","2","1.8","3.6","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH00279","Mars","Boga Limoun","Grand Tunis","Tunis","25-34","F","urbain","distributeur_auto","ramadan_ftour","6","1.8","10.8","4","bouche_a_oreille","Safia","Oui","Oui"
"ACH00280","Mars","Boga Limoun","Centre-Est","Monastir","25-34","F","rural","epicerie","ramadan_ftour","3","1.8","5.4","4","reseaux_sociaux","Pepsi","Oui","Non"
"ACH00281","Mars","Boga Limoun","Centre-Est","Mahdia","25-34","F","urbain","cafe_restaurant","travail","1","1.8","1.8","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00282","Mars","Boga Limoun","Centre-Est","Sousse","25-34","F","rural","cafe_restaurant","ramadan_ftour","4","1.8","7.2","5","affichage","Boga","Oui","Oui"
"ACH00283","Mars","Boga Limoun","Centre-Ouest","Kasserine","35-44","M","urbain","supermarche","sport","1","1.8","1.8","5","pub_tv","Pepsi","Oui","Oui"
"ACH00284","Mars","Boga Limoun","Centre-Est","Monastir","18-24","M","urbain","epicerie","ramadan_ftour","4","1.8","7.2","4","pub_tv","Boga","Oui","Oui"
"ACH00285","Mars","Boga Fraise","Nord Littoral","Zaghouan","18-24","M","urbain","en_ligne","repas_famille","6","1.8","10.8","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
